codice,titolo,autore,editore,editore_norm,anno,genere,tipologia,copie_ragionieri,collocazioni,inventari,prestito,criteri,descrizione,url
SES00035201,"Il grande inganno / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2009,,Monografia moderna,1,F|TEX|153,bp49684,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il grande inganno / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2009. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00035201
PBG0002580,Il grande libro dei Peanuts : la storia ufficiale / scritto da Simon Beecroft ; prefazione di Stephen Colbert,"Beecroft, Simon",Magazzini Salani,Magazzini Salani,2025,Vignette o Fumetti,Monografia moderna,1,F|PEA,bp91004,Ammesso al prestito,genere:Vignette o Fumetti,"Beecroft, Simon. Il grande libro dei Peanuts : la storia ufficiale / scritto da Simon Beecroft ; prefazione di Stephen Colbert. - Milano : Magazzini Salani, 2025. 199 p. : ill. ; 32 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/PBG0002580
E200100411573,Il grande libro dei Peanuts : tutte le strisce degli anni '80 / Charles M. Schulz,"Schulz, Charles M",Baldini Castoldi Dalai,Baldini Castoldi Dalai,2005,,Monografia moderna,1,F|PEA,bp56650,Ammesso al prestito,soggetto:Fumetti,"Schulz, Charles M.. Il grande libro dei Peanuts : tutte le strisce degli anni '80 / Charles M. Schulz. - Milano : Baldini Castoldi Dalai, [2005]. 553 p. : ill. ; 32 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100411573
LO11870644,Il grande litigio / Mark Tatulli,"Tatulli, Mark",Il castoro,Il castoro,2022,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,2,F|JUN|TAT; G|JUN|TAT,bp85732; bp85733,Ammesso al prestito,"genere:Vignette o Fumetti, soggetto:Fumetti","Tatulli, Mark. Il grande litigio / Mark Tatulli. - Milano : Il castoro, 2022. 233 p. : fumetti ; 21 cm. ( Graphic Novel )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/LO11870644
UBO4483822,"Il guanto dell'infinito / Jim Starlin storia ; George Perez, Ron Lim matite","Starlin, Jim",Panini Comics,Panini Comics,2020,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,F|STA,bp84636,Ammesso al prestito,genere:Vignette o Fumetti,"Starlin, Jim. Il guanto dell'infinito / Jim Starlin storia ; George Perez, Ron Lim matite. - Modena : Panini Comics, 2020. 1 volume (senza paginazione) : fumetti ; 27 cm. ( Marvel must have )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4483822
LO11802378,Il jazz dentro : [storia e cultura nel fumetto a ritmo di jazz] / Flavio Massarutto,"Massarutto, Flavio",Stampa alternativa,Stampa alternativa,2020,,Monografia moderna,1,741.5|MAS,bp80657,Ammesso al prestito,"soggetto:Fumetti, dewey:741.5","Massarutto, Flavio. Il jazz dentro : [storia e cultura nel fumetto a ritmo di jazz] / Flavio Massarutto. - Viterbo : Stampa alternativa, 2020. 180 p. : ill. ; 24 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/LO11802378
UBO4432905,"Il lato oscuro della luna / Alessandro Bilotta, Matteo Mosca","Bilotta, Alessandro",Sergio Bonelli,Sergio Bonelli,2019,Vignette o Fumetti,Monografia moderna,1,F|BIL,bp78365,Ammesso al prestito,genere:Vignette o Fumetti,"Bilotta, Alessandro. Il lato oscuro della luna / Alessandro Bilotta, Matteo Mosca. - Milano : Sergio Bonelli, 2019. 116 p. : fumetti ; 32 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4432905
VIA0208726,"Il libro del vento / [testi] Kan Furuyama, [disegni] Jiro Taniguchi","Furuyama, Kan",Planet manga,Planet Manga,2011,,Monografia moderna,1,FT|741.595|2|TAN,bc58153,Ammesso al prestito,soggetto:Fumetti,"Furuyama, Kan. Il libro del vento / [testi] Kan Furuyama, [disegni] Jiro Taniguchi. - Modena : Planet manga, 2011. 1 volume (senza paginazione) : fumetti ; 21 cm. ( Jiro Taniguchi collection )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/VIA0208726
RAV2100539,"Il Mahabharata / Jean-Claude Carrière, Jean-Marie Michaud ; traduzione dal francese di Fabrizio Ascari","Carrière, Jean-Claude",,,2019,Letteratura per Ragazzi ; Vignette o Fumetti,Monografia moderna,1,F|CAR,bp76728,Ammesso al prestito,genere:Vignette o Fumetti,"Carrière, Jean-Claude. Il Mahabharata / Jean-Claude Carrière, Jean-Marie Michaud ; traduzione dal francese di Fabrizio Ascari. - Milano : L'ippocampo, ©2019. 440 p. : ill. ; 28 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV2100539
SES00046313,Il manuale del perfetto genitore / Franco Bergamasco ; presentazione di Peynet,"Bergamasco, Franco",,,1989,,Monografia moderna,1,MAG|2746,bp46876,Ammesso al prestito,dewey:741.5,"Bergamasco, Franco. Il manuale del perfetto genitore / Franco Bergamasco ; presentazione di Peynet. - [S.l.] : Paoline, [1989]. 62 p. : ill.. ( Per un sorriso )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00046313
TO02064422,Il mare verticale / storia Brian Freschi ; disegni Ilaria Urbinati,"Freschi, Brian",Bao,Bao Publishing,2020,Vignette o Fumetti,Monografia moderna,1,F|FRE,bp78381,Ammesso al prestito,"genere:Vignette o Fumetti, soggetto:Fumetti, dewey:741.5","Freschi, Brian. Il mare verticale / storia Brian Freschi ; disegni Ilaria Urbinati. - Milano : Bao, 2020. 186 p. : fumetti ; 24 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO02064422
SES00047241,"Il massacro di Kalabah / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2009,,Monografia moderna,1,F|TEX|138,bp48986,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il massacro di Kalabah / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2009. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00047241
SES00048480,"Il messaggio dei Dakotas / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2008,,Monografia moderna,1,F|TEX|72,bp44028,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il messaggio dei Dakotas / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2008. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00048480
LO11434116,"Il mio Vajont / Paolo Cossi, Marco Pugliese","Cossi, Paolo",Lavieri,Lavieri,2012,,Monografia moderna,1,F|COS,bp86850,Ammesso al prestito,dewey:741.5,"Cossi, Paolo. Il mio Vajont / Paolo Cossi, Marco Pugliese. - Sant'Angelo in Formis : Lavieri, 2012. 83 p. : fumetti ; 23 cm + 1 DVD-Video. ( Uomini e storie del Friuli Venezia Giulia )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/LO11434116
SES00049906,Il mistero della bara ; La morte aspetta nel buio / Angela e Luciana Giussani,"Giussani, Angela",,,2008,,Monografia moderna,1,F|DIA|24,bp44904,Ammesso al prestito,soggetto:Fumetti,"Giussani, Angela. Il mistero della bara ; La morte aspetta nel buio / Angela e Luciana Giussani. - Milano : La Gazzetta dello Sport, c2008. 253 p. : ill.. ( Diabolik )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00049906
SES00050498,Il Mondo di Coo 1 / Hideji Oda,"Oda, Hideji",,,2001,,Monografia moderna,1,FT|741.595|2|MON|1,bc50894,Ammesso al prestito,soggetto:Fumetti,"Oda, Hideji. Il Mondo di Coo 1 / Hideji Oda. - Bologna : Coconino Press, c2001. 218 p. : in gran parte ill..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00050498
SES00050499,Il Mondo di Coo 2 / Hideji Oda,"Oda, Hideji",,,2001,,Monografia moderna,1,FT|741.595|2|MON|2,bc50895,Ammesso al prestito,soggetto:Fumetti,"Oda, Hideji. Il Mondo di Coo 2 / Hideji Oda. - Bologna : Coconino Press, c2001. 222 p. : in gran parte ill..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00050499
UBO4377826,Il mondo moderno / Gipi,Gipi,Coconino Press,Coconino Press,2019,Vignette o Fumetti,Monografia moderna,1,F|GIP,bp75416,Ammesso al prestito,genere:Vignette o Fumetti,"Gipi. Il mondo moderno / Gipi. - Roma : Coconino Press, 2019. 220 p. : fumetti ; 26 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO4377826
SES00051142,Il morto che ritorna ; La donna decapitata / Angela e Luciana Giussani,"Giussani, Angela",,,2008,,Monografia moderna,1,F|DIA|7,bp43375,Ammesso al prestito,soggetto:Fumetti,"Giussani, Angela. Il morto che ritorna ; La donna decapitata / Angela e Luciana Giussani. - Milano : La Gazzetta dello Sport, c2008. 255 p. : ill.. ( Diabolik )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00051142
RAV2148412,Il nido / Marco Galli,"Galli, Marco <1971->",,,2022,Vignette o Fumetti,Monografia moderna,1,F|GAL,bp83260,Ammesso al prestito,genere:Vignette o Fumetti,"Galli, Marco <1971->. Il nido / Marco Galli. - Roma : Coconino Press ; Fandango, 2022. 1 volume (senza paginazione) : fumetti color. ; 29 cm. ( Coconino cult )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV2148412
SES00057361,Il padrone della luce ; Top secret / Tiziano Sclavi,"Sclavi, Tiziano",Mondadori,Mondadori,2004,,Monografia moderna,1,F|DYL,bp41111,Ammesso al prestito,soggetto:Fumetti,"Sclavi, Tiziano. Il padrone della luce ; Top secret / Tiziano Sclavi. - Milano : Mondadori, 2004. - 1. ed.. 188 p. : tutte ill.. ( Dylan Dog )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00057361
TO02142524,Il paese di sabbia e di scaglie azzurre / [storia e disegni] Yoko Komori,,J-Pop,J-Pop,2024,Letteratura per Ragazzi,Monografia moderna,1,FT|741.595|2|PAE,bc72034,Ammesso al prestito,soggetto:Manga,"Il paese di sabbia e di scaglie azzurre / [storia e disegni] Yoko Komori. - Milano : J-Pop, [2024]. 392 p. : fumetti ; 21 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO02142524
E200100308498,Il parco delle gazzelle / Osamu Tezuka,"Tezuka, Osamu",Hazard Edizioni,Hazard Edizioni,2001,,Monografia moderna,1,FT|741.595|2|BUD,bc55022,Ammesso al prestito,soggetto:Fumetti,"Tezuka, Osamu. Il parco delle gazzelle / Osamu Tezuka. - Milano : Hazard Edizioni, 2001. 234 p. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100308498
SES00058553,"Il passato di Tiger Jack / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2010,,Monografia moderna,1,F|TEX|155,bp49816,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il passato di Tiger Jack / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2010. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00058553
SES00060090,Il piacere della paura / a cura di Marcelo Ravoni e Valerio Riva,"Ravoni, Marcello",Mondadori,Mondadori,1973,,Monografia moderna,1,F|PIA,bc28258,Ammesso al prestito,"soggetto:Fumetti, dewey:741.5","Ravoni, Marcello. Il piacere della paura / a cura di Marcelo Ravoni e Valerio Riva. - Milano : Mondadori, 1973. 222 p. : ill..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00060090
SES00060581,"Il piccolo Babbo Natale contro il dottor Perfidia / Thierry Robin, Lewis Trondheim","Robin, Thierry",BD,BD,2002,Letteratura per Ragazzi,Monografia moderna,1,APE|NAT|ROB,bp28726,Ammesso solo al prestito locale,"soggetto:Fumetti, dewey:741.5","Robin, Thierry. Il piccolo Babbo Natale contro il dottor Perfidia / Thierry Robin, Lewis Trondheim. - Belgio : BD, 2002. 48 p. : in gran parte ill. ; 30 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00060581
SES00061207,Il pittore e la modella / Milo Manara,"Manara, Milo",,,2007,,Monografia moderna,1,F|MAN|21,bp39680,Ammesso al prestito,soggetto:Fumetti,"Manara, Milo. Il pittore e la modella / Milo Manara. - Milano : Il Sole 24 ore, c2007. XI, 114 p. : in gran parte ill.. ( Manara. Le opere )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00061207
E200100373685,"Il ponte sul fiume / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Gianluigi",Gruppo Editoriale L'Espresso,Gruppo Editoriale L'Espresso,2011,,Monografia moderna,1,F|TEX|217,bp52990,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Gianluigi. Il ponte sul fiume / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, 2011. 302 p. : in gran parte ill. ; 26 cm. ( I fumetti di Repubblica-L'Espresso : Tex : Collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100373685
SES00062378,"Il ponte sull'abisso / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2008,,Monografia moderna,1,F|TEX|85,bp44816,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il ponte sull'abisso / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2008. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00062378
SES00062455,"Il popolo dell'abisso / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2007,,Monografia moderna,1,F|TEX|24,bp43245,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il popolo dell'abisso / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2007. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00062455
RAV2025288,"Il porto proibito / Teresa Radice, Stefano Turconi","Radice, Teresa",Bao Publishing,Bao Publishing,2015,Letteratura per Ragazzi,Monografia moderna,2,F|RAD; MAG|RAG|1,bp67517; bp67686,Ammesso al prestito,"soggetto:Fumetti, dewey:741.5","Radice, Teresa. Il porto proibito / Teresa Radice, Stefano Turconi. - Milano : Bao Publishing, 2015. 298 p. : fumetti ; 22 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/RAV2025288
MIL0906942,Il potere della forza,,,,2016,Vignette o Fumetti,Monografia moderna,1,F|STA|26,bc62793,Ammesso al prestito,genere:Vignette o Fumetti,"Il potere della forza. - Milano : La Gazzetta dello Sport ; Corriere della Sera, 2016. 215 p. : fumetti ; 28 cm. ( Star Wars Legends )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/MIL0906942
SES00063219,"Il prezzo del disonore / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2009,,Monografia moderna,1,F|TEX|108,bp46600,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il prezzo del disonore / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2009. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00063219
E200100042065,"Il prigioniero dei Blackfoot / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Gianluigi",Gruppo Editoriale L'Espresso,Gruppo Editoriale L'Espresso,2010,,Monografia moderna,1,F|TEX|202,bp52165,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Gianluigi. Il prigioniero dei Blackfoot / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, 2010. 302 p. : in gran parte ill. ; 26 cm. ( I fumetti di Repubblica-L'Espresso : Tex : Collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100042065
TO10045844,Il primo gatto nello spazio mangia la pizza! / Mac Barnett & Shawn Harris ; traduzione di Sara Ragusa,"Barnett, Mac",Terre di Mezzo,Terre di Mezzo,2024,Letteratura per Ragazzi,Monografia moderna,2,F|JUN|BAR; MAG|RAG|909,bp89899; bp90867,Ammesso al prestito; Ammesso solo al prestito locale,dewey:741.5,"Barnett, Mac. Il primo gatto nello spazio mangia la pizza! / Mac Barnett & Shawn Harris ; traduzione di Sara Ragusa. - Milano : Terre di Mezzo, 2024. 313 p. : fumetti ; 22 cm. ( Uau! )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/TO10045844
E200100308500,Il principe Ajassé / Osamu Tezuka,"Tezuka, Osamu",Hazard Edizioni,Hazard Edizioni,2001,,Monografia moderna,1,FT|741.595|2|BUD,bc55024,Ammesso al prestito,soggetto:Fumetti,"Tezuka, Osamu. Il principe Ajassé / Osamu Tezuka. - Milano : Hazard Edizioni, 2001. 220 p. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100308500
SES00064130,Il profumo dell'invisibile / Milo Manara,"Manara, Milo",,,2006,,Monografia moderna,1,F|MAN|12,bp39444,Ammesso al prestito,soggetto:Fumetti,"Manara, Milo. Il profumo dell'invisibile / Milo Manara. - Milano : Il Sole 24 ore, c2006. XIII, 128 p. : in gran parte ill.. ( Manara. Le opere )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00064130
UBO3827415,Il profumo dell'invisibile / Milo Manara: storia e disegni ; Studio 9: colori,"Manara, Milo",Mondadori,Mondadori,2010,,Monografia moderna,1,F|MAN,bp53167,Ammesso al prestito,soggetto:Fumetti,"Manara, Milo. Il profumo dell'invisibile / Milo Manara: storia e disegni ; Studio 9: colori. - Milano : Mondadori, 2010. - Nuova ed. a colori. 110 p. : in gran parte ill. ; 31 cm..",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/UBO3827415
SES00064162,Il progetto cold fusion / Nicolas Tackian [testi] ; Andrea Mutti [disegni],"Tackian, Nicolas",,,2008,,Monografia moderna,1,F|TAC,bp49712,Ammesso al prestito,soggetto:Fumetti,"Tackian, Nicolas. Il progetto cold fusion / Nicolas Tackian [testi] ; Andrea Mutti [disegni]. - Modena : Panini comics, c2008. 1 v. : in gran parte ill.. ( La sindrome di Caino )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00064162
SES00064764,Il pugnale cinese ; L'assassino dai 1.000 volti / Angela e Luciana Giussani,"Giussani, Angela",,,2008,,Monografia moderna,1,F|DIA|12,bp43647,Ammesso al prestito,soggetto:Fumetti,"Giussani, Angela. Il pugnale cinese ; L'assassino dai 1.000 volti / Angela e Luciana Giussani. - Milano : La Gazzetta dello Sport, c2008. 253 p. : ill.. ( Diabolik )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00064764
SES00066836,Il rapimento di Eva ; Il grande ricatto / Angela e Luciana Giussani,"Giussani, Angela",,,2008,,Monografia moderna,1,F|DIA|11,bp43517,Ammesso al prestito,soggetto:Fumetti,"Giussani, Angela. Il rapimento di Eva ; Il grande ricatto / Angela e Luciana Giussani. - Milano : La Gazzetta dello Sport, c2008. 253 p. : ill.. ( Diabolik )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00066836
SES00066837,"Il rapimento di Lilyth / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2007,,Monografia moderna,1,F|TEX|4,bp43227,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il rapimento di Lilyth / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2007. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00066837
MOD1714358,Il rapporto di Brodeck / Manu Larcenet ; adattamento dal romanzo di Philippe Claudel,"Larcenet, Manu",Coconino Press,Coconino Press,2020,Vignette o Fumetti,Monografia moderna,1,F|LAR,bp79302,Ammesso al prestito,"genere:Vignette o Fumetti, dewey:741.5","Larcenet, Manu. Il rapporto di Brodeck / Manu Larcenet ; adattamento dal romanzo di Philippe Claudel. - Roma : Coconino Press, 2020. - Ed. integrale. 324 p. : fumetti b/n ; 29 x 21 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/MOD1714358
SES00067023,"Il re dei tiratori / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2007,,Monografia moderna,1,F|TEX|5,bp43228,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il re dei tiratori / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2007. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00067023
SES00067032,Il re del terrore ; L'inafferrabile criminale / Angela e Luciana Giussani,"Giussani, Angela",,,2008,,Monografia moderna,1,F|DIA|1,bp43346,Ammesso al prestito,soggetto:Fumetti,"Giussani, Angela. Il re del terrore ; L'inafferrabile criminale / Angela e Luciana Giussani. - Milano : La Gazzetta dello Sport, c2008. 255 p. : ill.. ( Diabolik )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00067032
SES00067033,Il re del terrore: il remake ; Nascita di un fumetto ; Colpo alla Rai / Angela e Luciana Giussani,"Giussani, Angela",,,2009,,Monografia moderna,1,F|DIA|SE,bp46752,Ammesso al prestito,soggetto:Fumetti,"Giussani, Angela. Il re del terrore: il remake ; Nascita di un fumetto ; Colpo alla Rai / Angela e Luciana Giussani. - Milano : La Gazzetta dello Sport, c2009. 254 p. : ill. + 1 cd audio. ( Diabolik )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00067033
PAR1276993,Il riduttore di velocità / Christophe Blain,"Blain, Christophe",Oblomov,Oblomov,2021,Vignette o Fumetti,Monografia moderna,1,F|BLA,bp80934,Ammesso al prestito,genere:Vignette o Fumetti,"Blain, Christophe. Il riduttore di velocità / Christophe Blain. - Bologna : Oblomov, 2021. 87 p. : fumetti color. ; 31 cm. ( Hergé )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/PAR1276993
E200100308497,Il risveglio / Osamu Tezuka,"Tezuka, Osamu",Hazard Edizioni,Hazard Edizioni,2000,,Monografia moderna,1,FT|741.595|2|BUD,bc55021,Ammesso al prestito,soggetto:Fumetti,"Tezuka, Osamu. Il risveglio / Osamu Tezuka. - Milano : Hazard Edizioni, 2000. 222 p. : in gran parte ill. ; 18 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/E200100308497
PAR1234425,Il ritorno dello Jedi,,La Gazzetta dello Sport,La Gazzetta dello Sport,2015,Vignette o Fumetti,Monografia moderna,1,F|STA|9,bc62776,Ammesso al prestito,"genere:Vignette o Fumetti, dewey:741.5","Il ritorno dello Jedi. - Milano : La Gazzetta dello Sport, 2015. 167 p. : fumetti ; 28 cm. ( Star Wars Legends )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/PAR1234425
SES00068815,"Il ritorno di Zhenda / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2009,,Monografia moderna,1,F|TEX|140,bp49142,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il ritorno di Zhenda / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2009. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00068815
MOD1645707,Il sabato è come un palloncino rosso / Liniers,Liniers,La Nuova Frontiera junior,La Nuova Frontiera junior,2015,Letteratura per Ragazzi,Monografia moderna,1,R|AZZ|LIN,bp65833,Ammesso al prestito,"soggetto:Fumetti, dewey:741.5","Liniers. Il sabato è come un palloncino rosso / Liniers. - Roma : La Nuova Frontiera junior, 2015. 31 p. : fumetti ; 24 cm.",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/MOD1645707
SES00072698,"Il segno della pantera / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2007,,Monografia moderna,1,F|TEX|8,bp43231,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il segno della pantera / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2007. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00072698
SES00072699,Il segno della Sirena / Rumiko Takahashi,"Takahashi, Rumiko",Star comics,Star Comics,1998,,Monografia moderna,1,FT|741.595|2|SIR,bc53621,Ammesso al prestito,soggetto:Fumetti,"Takahashi, Rumiko. Il segno della Sirena / Rumiko Takahashi. - Perugia : Star comics, 1998. 303 p. : in gran parte ill.. ( Storie di Kappa )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00072699
SES00072820,"Il segreto della miniera / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2007,,Monografia moderna,1,F|TEX|16,bp43239,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il segreto della miniera / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2007. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00072820
SES00072841,"Il segreto di Esmeralda / Gianluigi Bonelli, Aurelio Galleppini","Bonelli, Sergio <1932-2011>",,,2007,,Monografia moderna,1,F|TEX|37,bp43264,Ammesso al prestito,soggetto:Fumetti,"Bonelli, Sergio <1932-2011>. Il segreto di Esmeralda / Gianluigi Bonelli, Aurelio Galleppini. - Roma : Gruppo Editoriale L'Espresso, c2007. 302 p. : ill.. ( I fumetti di Repubblica. L'Espresso , Tex : collezione storica a colori )",https://opac.comune.firenze.it/it/now/biblioteca-ragionieri-sesto/record/SES00072841
